campaign_name,date,country,impressions,clicks,spend,purchases,revenue,CTR,CPC,CPM,ROI
growify | tof | conversion | india,2026-04-01 00:00:00,india,19.0,3.0,6.8,0.0,0.0,0.15789473684210525,2.2666666666666666,357.89473684210526,-1.0
unknown_campaign,2026-07-01 00:00:00,india,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | tof | conversion | india,2026-03-01 00:00:00,india,16.0,100.0,9.36,0.0,0.0,6.25,0.09359999999999999,585.0,-1.0
growify | tof | conversion | india,2026-05-01 00:00:00,india,24.0,0.0,11.95,0.0,0.0,0.0,0.0,497.91666666666663,-1.0
growify | tof | conversion | india,2026-01-01 00:00:00,india,88.0,3.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0
growify | tof | conversion | india,2026-02-01 00:00:00,india,0.0,4.0,67.74,0.0,0.0,0.0,16.935,0.0,-1.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,168.0,11.0,126.79,0.0,0.0,0.06547619047619048,11.526363636363637,754.702380952381,-1.0
growify | tof | conversion | india,2026-07-01 00:00:00,india,0.0,7.0,154.63,0.0,0.0,0.0,22.09,0.0,-1.0
growify | tof | conversion | india,2026-10-01 00:00:00,india,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | 2nd december | abo | sale,2026-08-01 00:00:00,india,465.0,23.0,193.41,0.0,0.0,0.04946236559139785,8.40913043478261,415.93548387096774,-1.0
growify | tof | conversion | india,2026-04-01 00:00:00,india,355.0,18.0,0.0,0.0,0.0,0.05070422535211268,0.0,0.0,0.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,34510.0,21.0,238.39,1.0,0.0,0.0006085192697768763,11.35190476190476,6.90785279629093,-1.0
growify | tof | conversion | india,2026-06-01 00:00:00,india,0.0,12.0,240.83,0.0,0.0,0.0,20.069166666666668,0.0,-1.0
growify | 11th june | tof | abo | india | lal 3% - 5% | sales,2026-12-01 00:00:00,india,445.0,23.0,44427.22,0.0,0.0,0.051685393258426963,1931.6182608695653,99836.44943820225,-1.0
growify | tof | conversion | india,2026-09-01 00:00:00,india,493.0,17.0,341.89,0.0,0.0,0.034482758620689655,20.111176470588234,693.4888438133873,-1.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,-681.0,53.0,407.41,0.0,0.0,-0.07782672540381791,7.686981132075472,0.0,-1.0
growify | 2nd december | abo | sale,2026-11-01 00:00:00,india,415.0,20.0,418.37,0.0,0.0,0.04819277108433735,20.9185,1008.1204819277108,-1.0
growify | 11th june | tof | abo | india | lal 3% - 5% | sales,2026-12-01 00:00:00,india,870.0,20.0,561.63,0.0,0.0,0.022988505747126436,28.0815,645.551724137931,-1.0
growify | tof | conversion | india,2026-08-01 00:00:00,unknown_country,1395.0,109.0,641.4,1.0,6390.0,0.07813620071684588,5.884403669724771,459.7849462365591,8.962581852198317
growify | tof | conversion | india,2026-02-01 00:00:00,india,-882.0,0.0,649.81,1.0,10550.0,0.0,0.0,0.0,15.235514996691343
growify | 2nd december | abo | sale,2026-12-01 00:00:00,india,83230.0,-33.0,0.0,0.0,0.0,-0.0003964916496455605,0.0,0.0,0.0
unknown_campaign,2026-02-01 00:00:00,india,512.0,18.0,717.63,1.0,6230.0,0.03515625,39.86833333333333,1401.62109375,7.681353901035353
growify | tof | conversion | india,2026-03-01 00:00:00,india,577.0,37.0,736.32,2.0,19860.0,0.06412478336221837,19.900540540540543,1276.1178509532062,25.971968709256842
growify | 4th october 25 | mof | sales | india,2026-12-01 00:00:00,india,1013.0,0.0,747.46,0.0,0.0,0.0,0.0,737.8677196446199,-1.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,257665.0,86.0,113508.21,1.0,6710.0,0.00033376671259193136,1319.8629069767442,440.52630353365805,-0.9408853333164182
growify | tof | conversion | india,2026-08-01 00:00:00,india,262595.0,85.0,0.0,0.0,0.0,0.00032369237799653456,0.0,0.0,0.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,1072.0,43.0,880.84,0.0,0.0,0.04011194029850746,20.484651162790698,821.679104477612,-1.0
growify | mof + bof | conversion | india,2026-12-01 00:00:00,india,1714.0,75.0,133914.35,0.0,0.0,0.043757292882147025,1785.5246666666667,78129.72578763128,-1.0
growify | tof | conversion | india,2026-08-01 00:00:00,india,1298.0,82.0,951.77,0.0,0.0,0.06317411402157165,11.606951219512196,733.2588597842835,-1.0
growify | tof | conversion | india,2026-01-01 00:00:00,india,1167.0,67.0,1025.119999,1.0,-9910.0,0.05741216795201371,15.300298492537314,878.4233067694944,-10.667160927176488
growify | tof | conversion | india,2026-05-01 00:00:00,india,1129.0,6300.0,160135.5,2.0,0.0,5.580159433126661,25.418333333333333,141838.35252435785,-1.0
growify | tof | conversion | india,2026-05-01 00:00:00,india,596.0,43.0,1080.87,1.0,6030.0,0.07214765100671142,25.136511627906973,1813.5402684563758,4.578839268367149
growify | tof | conversion | india,2026-01-01 00:00:00,india,885.0,61.0,1157.77,0.0,0.0,0.06892655367231638,18.97983606557377,1308.2146892655367,-1.0
growify | tof | conversion | india,2026-11-01 00:00:00,india,1724.0,58.0,1181.55,1.0,19990.0,0.033642691415313224,20.37155172413793,685.3538283062644,15.918454572383734
growify | tof | conversion | india,2026-04-01 00:00:00,india,1257.0,124.0,1200.24,0.0,0.0,0.09864757358790771,9.679354838709678,954.8448687350835,-1.0
growify | tof | conversion | india,2026-02-01 00:00:00,india,2424.0,60.0,1233.8,2.0,27670.0,0.024752475247524754,20.563333333333333,508.99339933993394,21.42664937591182
growify | tof | conversion | india,2026-10-01 00:00:00,india,901.0,53.0,1291.85,164.0,-15180.0,0.058823529411764705,24.37452830188679,1433.7957824639288,-12.750590238804815
growify | 9th october 25 | mof | sales | women,2026-12-01 00:00:00,india,1087.0,2900.0,1300.3,0.0,0.0,2.6678932842686294,0.4483793103448276,1196.228150873965,-1.0
growify | tof | conversion | india,2026-12-01 00:00:00,india,2023.0,58.0,1334.56,1.0,6950.0,0.028670291646070194,23.009655172413794,659.6935244686109,4.20770890780482
growify | tof | conversion | india,2026-04-01 00:00:00,india,793.0,53.0,1341.83,0.0,0.0,0.06683480453972257,25.31754716981132,1692.093316519546,-1.0
growify | 9th october 25 | mof | sales | women,2026-12-01 00:00:00,unknown_country,0.0,49.0,-1366.39,2.0,37926.0,0.0,-27.885510204081633,0.0,0.0
growify | mof + bof | conversion | india,2026-02-01 00:00:00,india,2696.0,101.0,1416.67,1.0,8550.0,0.03746290801186944,14.026435643564357,525.4710682492581,5.03527991698843
growify | tof | conversion | india,2026-02-01 00:00:00,india,1539.0,94.0,1462.46,1.0,1886730.0,0.06107862248213125,15.558085106382979,950.2664067576349,1289.1070798517567
growify | tof | india | open | sales,2026-10-01 00:00:00,india,1501.0,81.0,1488.07,0.0,0.0,0.05396402398401066,18.371234567901233,991.3857428381078,-1.0
growify | tof | india | open | sales,2026-07-01 00:00:00,india,273180.0,128.0,1577.73,2.0,15180.0,0.00046855553115162166,12.326015625,5.775422798155063,8.621418113365404
growify | tof | conversion | india,2026-10-01 00:00:00,india,989.0,-82.0,1623.34,2.0,13580.0,-0.08291203235591507,0.0,1641.3953488372092,7.365468724974436
growify | tof | conversion | india,2026-05-01 00:00:00,india,1692.0,151.0,1634.92,3.0,29170.0,0.08924349881796691,10.827284768211921,966.2647754137116,16.84185158906858
growify | tof | conversion | india,2026-06-01 00:00:00,india,1748.0,106.0,246903.12,1.0,4070.0,0.06064073226544622,2329.274716981132,141248.92448512584,-0.9835158016634217
growify | tof | conversion | india,2026-04-01 00:00:00,india,1937.0,125.0,1688.06,1.0,4980.0,0.06453278265358803,13.50448,871.4816726897263,1.9501321043090887
growify | tof | conversion | india,2026-07-01 00:00:00,india,0.0,105.0,1743.91,1.0,6390.0,0.0,16.608666666666668,0.0,2.6641799175416163
growify | tof | conversion | india,2026-06-01 00:00:00,india,1399.0,87.0,265485.18,2.0,2734020.0,0.062187276626161546,3051.5537931034482,189767.81987133666,9.298201956131788
growify | mof + bof | conversion | india,2026-11-01 00:00:00,india,2613.0,11700.0,1924.81,0.0,0.0,4.477611940298507,0.16451367521367521,736.6283964791427,-1.0
growify | tof | conversion | india,2026-10-01 00:00:00,unknown_country,1994.0,188.0,1953.81,2.0,0.0,0.09428284854563691,10.392606382978723,979.8445336008024,-1.0
growify | tof | conversion | india,2026-02-01 00:00:00,india,2323.0,114.0,1956.77,1.0,15190.0,0.04907447266465777,17.164649122807017,842.346104175635,6.762792765629072
growify | tof | conversion | india,2026-12-01 00:00:00,india,313490.0,10400.0,1976.32,0.0,0.0,0.033174901910746755,0.19003076923076923,6.304252129254522,-1.0
growify | tof | india | open | sales,2026-06-01 00:00:00,unknown_country,2691.0,148.0,298493.78,1.0,11110.0,0.054998141954663696,2016.8498648648651,110922.99516908215,-0.9627797939374148
growify | tof | india | open | sales,2026-11-01 00:00:00,india,1687.0,75.0,1978.6,0.0,0.0,0.04445761707172496,26.38133333333333,1172.8512151748666,-1.0
growify | tof | conversion | india,2026-01-01 00:00:00,india,2304.0,-142.0,2039.0,1.0,6710.0,-0.06163194444444445,0.0,884.9826388888888,2.290828837665522
growify | tof | india | open | sales,2026-12-01 00:00:00,india,1714.0,102.0,2093.739999,0.0,0.0,0.059509918319719954,20.526862735294117,1221.5519247374561,-1.0
growify | tof | conversion | india,2026-11-01 00:00:00,india,0.0,116.0,2094.56,0.0,0.0,0.0,18.05655172413793,0.0,-1.0
growify | tof | conversion | india,2026-07-01 00:00:00,india,2593.0,171.0,2094.82,0.0,0.0,0.06594677979174701,12.250409356725147,807.8750482067104,-1.0
growify | mof + bof | conversion | india,2026-03-01 00:00:00,india,4155.0,192.0,2135.55,0.0,0.0,0.046209386281588445,11.12265625,513.9711191335741,-1.0
growify | mof + bof | conversion | india,2026-01-01 00:00:00,india,5100.0,187.0,2181.94,-82.0,9030.0,0.03666666666666667,11.66812834224599,427.8313725490196,3.138518932692924
growify | tof | conversion | india,2026-05-01 00:00:00,india,2463.0,163.0,2182.26,2.0,19420.0,0.06617945594803086,13.388098159509203,886.0170523751524,7.8990312794992334
growify | tof | conversion | india,2026-03-01 00:00:00,india,3206.0,188.0,2192.18,1.0,8070.0,0.058640049906425455,11.660531914893616,683.7741734248284,2.6812670492386577
growify | mof + bof | conversion | india,2026-06-01 00:00:00,india,3598.0,132.0,332529.18,0.0,0.0,0.03668704836020011,2519.1604545454543,92420.56142301278,-1.0
unknown_campaign,2026-05-01 00:00:00,india,2540.0,155.0,-2203.76,3.0,19010.0,0.0610236220472441,-14.217806451612905,-867.6220472440946,0.0
growify | tof | conversion | india,2026-04-01 00:00:00,unknown_country,2719.0,212.0,0.0,1.0,5910.0,0.07796984185362266,0.0,0.0,0.0
unknown_campaign,2026-02-01 00:00:00,india,2978.0,157.0,2230.15,2.0,1227930.0,0.05271994627266622,14.204777070063695,748.8750839489591,549.6042194471224
growify | 9th october 25 | mof | sales | women,2026-11-01 00:00:00,india,1702.0,65.0,2268.06,0.0,3110.0,0.038190364277320796,34.89323076923077,1332.5851938895416,0.37121592903185985
growify | tof | india | open | sales,2026-04-01 00:00:00,india,2419.0,168.0,2274.23,1.0,1274778.0,0.069450186027284,13.537083333333333,940.1529557668458,559.5316964423123
growify | tof | conversion | india,2026-06-01 00:00:00,india,2918.0,212.0,2275.63,1.0,6710.0,0.0726525017135024,10.734103773584906,779.8594928032899,1.9486340046492618
growify | mof + bof | conversion | india,2026-05-01 00:00:00,india,4584.0,189.0,2291.7,0.0,1227930.0,0.0412303664921466,12.125396825396825,499.93455497382195,534.8162063097265
growify | tof | conversion | india,2026-11-01 00:00:00,unknown_country,1693.0,110.0,2382.56,2.0,15740.0,0.06497341996455995,21.659636363636363,1407.3006497341996,5.606339399637365
growify | tof | conversion | india,2026-10-01 00:00:00,india,0.0,73.0,2406.9,2.0,28560.0,0.0,32.97123287671233,0.0,10.865885578960487
growify | tof | india | open | sales,2026-03-01 00:00:00,india,3539.0,151.0,0.0,1.0,8550.0,0.042667420175190734,0.0,0.0,0.0
growify | tof | india | open | sales,2026-02-01 00:00:00,india,-4673.0,205.0,-2440.37,82.0,18166.0,-0.043869034881232616,-11.904243902439024,0.0,0.0
growify | tof | india | open | sales,2026-09-01 00:00:00,unknown_country,2233.0,175.0,2448.56,0.0,0.0,0.07836990595611286,13.991771428571429,1096.5338110165696,-1.0
growify | 23rd sept | tof | abo | sales,2026-10-01 00:00:00,india,2753.0,-14300.0,2456.3,0.0,0.0,-5.194333454413367,0.0,892.2266618234653,-1.0
growify | mof + bof | conversion | india,2026-04-01 00:00:00,india,-5181.0,17200.0,-2474.34,0.0,0.0,-3.319822428102683,-0.14385697674418604,0.0,0.0
growify | tof | conversion | india,2026-07-01 00:00:00,india,3640.0,242.0,2474.83,1.0,5190.0,0.06648351648351648,10.226570247933884,679.8983516483516,1.0971137411458565
growify | tof | conversion | india,2026-12-01 00:00:00,india,-2771.0,138.0,2487.5,0.0,0.0,-0.049801515698303864,18.02536231884058,0.0,-1.0
growify | tof | conversion | india,2026-02-01 00:00:00,india,4180.0,295.0,2571.41,1.0,5910.0,0.07057416267942583,8.71664406779661,615.16985645933,1.2983499325272907
growify | tof | conversion | india,2026-03-01 00:00:00,india,3382.0,260.0,2579.1,1.0,6710.0,0.0768775872264932,9.919615384615383,762.5960969840331,1.6016827575510837
unknown_campaign,2026-07-01 00:00:00,india,266510.0,77.0,2669.58,5.0,43710.0,0.00028891974034745414,34.66987012987013,10.016809875802034,15.37336210190367
growify | tof | conversion | india,2026-11-01 00:00:00,india,3475.0,226.0,2681.8,0.0,0.0,0.06503597122302159,11.86637168141593,771.7410071942446,-1.0
growify | 2nd december | abo | sale,2026-10-01 00:00:00,india,3221.0,218.0,2689.42,1.0,0.0,0.06768084445824278,12.336788990825688,834.9642968022354,-1.0
growify | tof | conversion | india,2026-04-01 00:00:00,india,2131.0,99.0,2694.3,1.0,15670.0,0.04645706241201314,27.21515151515152,1264.3359924917881,4.8159818876888245
growify | 23rd sept | tof | abo | sales,2026-05-01 00:00:00,india,-2637.0,13100.0,2708.35,1.0,422730.0,-4.9677664012135,0.2067442748091603,0.0,155.08396256023042
growify | tof | conversion | india,2026-10-01 00:00:00,india,2206.0,124.0,2714.35,2.0,13180.0,0.056210335448776065,21.88991935483871,1230.4397098821396,3.855674470867795
growify | 23rd sept | tof | abo | sales,2026-04-01 00:00:00,india,2726.0,126.0,2735.66,2.0,25340.0,0.046221570066030816,21.7115873015873,1003.5436537050624,8.26284699121967
growify | tof | conversion | india,2026-12-01 00:00:00,india,0.0,0.0,2737.4,1.0,14624.0,,0.0,0.0,4.342295608972017
growify | tof | conversion | india,2026-06-01 00:00:00,india,4406.0,265.0,2743.88,0.0,0.0,0.06014525646845211,10.354264150943397,622.75987290059,-1.0
growify | 2nd december | abo | sale,2026-07-01 00:00:00,india,3648.0,223.0,2804.68,1.0,13310.0,0.06112938596491228,12.577040358744394,768.8267543859648,3.7456394312363623
growify | tof | conversion | india,2026-06-01 00:00:00,india,1856.0,100.0,2815.05,2.0,18380.0,0.05387931034482758,28.1505,1516.729525862069,5.529191310989147
growify | tof | conversion | india,2026-03-01 00:00:00,india,3517.0,172.0,0.0,5.0,0.0,0.04890531703156099,0.0,0.0,0.0
growify | 16th june | tof | india | asc | cac | sales,2026-10-01 00:00:00,india,2080.0,108.0,2836.27,1.0,6710.0,0.051923076923076926,26.26175925925926,1363.5913461538462,1.365783229382252
growify | tof | conversion | india,2026-01-01 00:00:00,india,-3446.0,166.0,438457.19,2.0,13996.0,-0.0481717933836332,2641.308373493976,0.0,-0.9680789816675147
growify | tof | conversion | india,2026-07-01 00:00:00,india,3278.0,0.0,2914.78,0.0,19080.0,0.0,0.0,889.1946308724833,5.545948579309587
growify | tof | conversion | india,2026-04-01 00:00:00,india,3991.0,157.0,2934.86,1.0,1623210.0,0.039338511651215234,18.693375796178344,735.3695815585066,552.0791928746174
growify | tof | conversion | india,2026-11-01 00:00:00,india,3429.0,235.0,0.0,1.0,9110.0,0.06853310002916302,0.0,0.0,0.0
growify | tof | conversion | india,2026-09-01 00:00:00,india,2575.0,18300.0,3046.38,1.0,6710.0,7.106796116504855,0.1664688524590164,1183.0601941747573,1.2026142503561603
growify | tof | conversion | india,2026-10-01 00:00:00,india,2209.0,0.0,3051.31,3.0,32370.0,0.0,0.0,1381.3082842915346,9.608558291356827
growify | tof | conversion | india,2026-02-01 00:00:00,unknown_country,3993.0,202.0,3055.02,1.0,5670.0,0.0505885299273729,15.123861386138614,765.0939143501126,0.8559616630987686
growify | 2nd december | abo | sale,2026-11-01 00:00:00,india,2814.0,219.0,3069.57,2.0,14940.0,0.07782515991471216,14.016301369863015,1090.8208955223881,3.867131226849363
growify | tof | conversion | india,2026-05-01 00:00:00,india,3307.0,-150.0,3175.62,1.0,6710.0,-0.045358330813426065,0.0,960.2721499848806,1.1129732146793383
growify | tof | conversion | india,2026-06-01 00:00:00,india,4201.0,-184.0,3252.37,2.0,12380.0,-0.043799095453463464,0.0,774.1894786955487,2.806454985133918
growify | 23rd sept | tof | abo | sales,2026-06-01 00:00:00,india,3370.0,17600.0,-3284.47,1.0,6870.0,5.222551928783383,-0.18661761363636362,-974.620178041543,0.0
growify | tof | conversion | india,2026-09-01 00:00:00,india,2624.0,166.0,3306.61,0.0,0.0,0.06326219512195122,19.91933734939759,1260.141006097561,-1.0
growify | tof | conversion | india,2026-04-01 00:00:00,india,820700.0,247.0,3368.74,4.0,36820.0,0.00030096259290849275,13.638623481781377,4.104715486779579,9.929902574849946
growify | tof | conversion | india,2026-07-01 00:00:00,india,3307.0,0.0,3394.45,-4.0,35490.0,0.0,0.0,1026.4439068642273,9.455302037148876
growify | 2nd december | abo | sale,2026-01-01 00:00:00,india,902915.0,322.0,3420.01,-1.0,6710.0,0.0003566227164240266,10.621149068322982,3.7877430322898613,0.9619825673024347
growify | 2nd december | abo | sale,2026-03-01 00:00:00,india,4649.0,270.0,517427.17,3.0,14570.0,0.05807700580770058,1916.3969259259259,111298.59539685954,-0.9718414477538936
growify | 2nd december | abo | sale,2026-06-01 00:00:00,india,4551.0,242.0,3434.41,1.0,6710.0,0.053175126345858054,14.191776859504131,754.6495275763568,0.9537562492538748
growify | tof | conversion | india,2026-11-01 00:00:00,india,4989.0,230.0,3463.27,2.0,0.0,0.046101423130887956,15.057695652173914,694.1811986370014,-1.0
growify | 2nd december | abo | sale,2026-12-01 00:00:00,india,439640.0,160.0,3539.52,4.0,0.0,0.000363934127922846,22.122,8.050950777909199,-1.0
unknown_campaign,2026-03-01 00:00:00,india,3050.0,180.0,3587.58,0.0,13270.0,0.05901639344262295,19.931,1176.2557377049181,2.6988722202710465
growify | 16th june | tof | india | asc | cac | sales,2026-07-01 00:00:00,india,3439.0,0.0,3635.86,164.0,13740.0,0.0,0.0,1057.2433847048562,2.7790233947401712
growify | 16th june | tof | india | asc | cac | sales,2026-06-01 00:00:00,india,4538.0,159.0,3684.18,2.0,0.0,0.03503746143675628,23.170943396226413,811.8510356985455,-1.0
growify | tof | conversion | india,2026-12-01 00:00:00,india,584205.0,231.0,560030.3099999999,3.0,31220.0,0.00039540914576218964,2424.3736363636363,958.6195085629188,-0.9442530173054383
growify | 16th june | tof | india | asc | cac | sales,2026-12-01 00:00:00,india,5200.0,206.0,3747.83,0.0,0.0,0.039615384615384615,18.193349514563106,720.7365384615384,-1.0
growify | 2nd december | abo | sale,2026-05-01 00:00:00,india,4721.0,238.0,3800.78,1.0,6710.0,0.050413048083033256,15.96966386554622,805.0794323236603,0.765427096543341
growify | tof | conversion | india,2026-06-01 00:00:00,unknown_country,3613.0,151.0,3831.35,3.0,20786.0,0.0417935233877664,25.37317880794702,1060.4345419319125,4.425241755516986
growify | 16th june | tof | india | asc | cac | sales,2026-05-01 00:00:00,india,5886.0,187.0,3904.41,2.0,28980.0,0.031770302412504246,20.879197860962567,663.3384301732925,6.422376236102254
growify | 2nd december | abo | sale,2026-04-01 00:00:00,unknown_country,5300.0,245.0,3909.09,1.0,6966.0,0.04622641509433962,15.955469387755103,737.5641509433963,0.7820004144187009
growify | 16th june | tof | india | asc | cac | sales,2026-02-01 00:00:00,india,11787.0,253.0,3934.82,2.0,23980.0,0.021464325103928057,15.552648221343874,333.8270976499533,5.094306728134959
growify | 16th june | tof | india | asc | cac | sales,2026-04-01 00:00:00,india,4785.0,175.0,4061.99,0.0,0.0,0.03657262277951933,23.21137142857143,848.9007314524556,-1.0
growify | 16th june | tof | india | asc | cac | sales,2026-11-01 00:00:00,india,-5614.0,214.0,4103.979999,3.0,29110.0,-0.03811898824367652,19.177476630841124,0.0,6.093114490590382
growify | tof | conversion | india,2026-09-01 00:00:00,india,594790.0,357.0,4145.2,2.0,7590.0,0.0006002118394727551,11.611204481792717,6.969182400511104,0.8310334845122069
growify | 16th june | tof | india | asc | cac | sales,2026-03-01 00:00:00,india,-5226.0,198.0,4195.439999,0.0,0.0,-0.03788748564867968,21.189090904040405,0.0,-1.0
growify | 16th june | tof | india | asc | cac | sales,2026-09-01 00:00:00,india,3376.0,17500.0,4196.35,2.0,18464.0,5.1836492890995265,0.2397914285714286,1242.9946682464456,3.40001429814005
growify | tof | conversion | india,2026-02-01 00:00:00,india,5624.0,23900.0,634796.45,1.0,1286490.0,4.249644381223328,26.56052092050209,112872.76849217637,1.026618138775036
growify | 23rd sept | tof | abo | sales,2026-03-01 00:00:00,india,5057.0,27900.0,4265.64,3.0,36784.0,5.5171050029661854,0.15289032258064517,843.5119636147914,7.623324987575135
growify | tof | conversion | india,2026-03-01 00:00:00,unknown_country,0.0,241.0,4277.89,4.0,31640.0,0.0,17.75058091286307,0.0,6.396169606979141
growify | 23rd sept | tof | abo | sales,2026-02-01 00:00:00,india,8117.0,335.0,4299.26,1.0,5670.0,0.04127140569175804,12.833611940298509,529.6612048786498,0.3188316128822169
growify | 23rd sept | tof | abo | sales,2026-11-01 00:00:00,unknown_country,5104.0,300.0,0.0,1.0,2164158.0,0.05877742946708464,0.0,0.0,0.0
growify | tof | conversion | india,2026-11-01 00:00:00,india,2864.0,159.0,4543.13,0.0,57510.0,0.05551675977653631,28.57314465408805,1586.2884078212292,11.658673645702413
unknown_campaign,2026-12-01 00:00:00,india,3142.0,15900.0,-4675.99,3.0,0.0,5.060471037555697,-0.2940874213836478,-1488.2208784213874,0.0
growify | tof | conversion | india,2026-09-01 00:00:00,india,6332.0,366.0,4827.23,2.0,0.0,0.05780164245104232,13.18915300546448,762.354706253948,-1.0
growify | tof | conversion | india,2026-11-01 00:00:00,india,3741.0,194.0,4872.97,2.0,2821860.0,0.05185779203421545,25.118402061855672,1302.58487035552,578.0842135289156
growify | tof | conversion | india,2026-12-01 00:00:00,india,3705.0,167.0,0.0,2.0,13196.0,0.04507422402159244,0.0,0.0,0.0
growify | tof | conversion | india,2026-09-01 00:00:00,india,3725.0,19500.0,5177.33,4.0,44690.0,5.23489932885906,0.26550410256410256,1389.8872483221476,7.631862369213475
growify | tof | conversion | india,2026-09-01 00:00:00,india,5421.0,286.0,5492.49,0.0,0.0,0.05275779376498801,19.20451048951049,1013.1876037631433,-1.0
growify | 23rd sept | tof | abo | sales,2026-09-01 00:00:00,india,5551.0,275.0,5503.87,7.0,73904.0,0.04954062331111511,20.014072727272726,991.5096379030806,12.427642731387188
growify | 2nd december | abo | sale,2026-09-01 00:00:00,india,7297.0,540.0,5944.33,2.0,2455860.0,0.0740030149376456,11.008018518518519,814.6265588598054,412.1432810762525
growify | 23rd sept | tof | abo | sales,2026-03-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
unknown_campaign,2026-05-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | 23rd sept | tof | abo | sales,2026-09-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | 23rd sept | tof | abo | sales,2026-02-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | mof + bof | conversion | india,2026-11-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | mof + bof | conversion | india,2026-12-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
unknown_campaign,2026-12-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-09-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-12-01 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
