order_id,date,product_id,product_type,shipping_country,total_sales,net_sales,gross_sales,orders,items_sold,items_returned,return_rate,aov
6926000000000.0,2026-07-01 00:00:00,7977750000000.0,lehenga,saudi arabia,130000.0,130000.0,130000.0,1.0,1.0,0.0,0.0,130000.0
6930230000000.0,2026-09-01 00:00:00,741930750000000.0,lehenga,india,140000.0,0.0,140000.0,1.0,1.0,0.0,0.0,140000.0
6921270000000.0,2026-05-01 00:00:00,7977750000000.0,lehenga,india,140000.0,0.0,140000.0,0.0,1.0,0.0,0.0,0.0
6931970000000.0,2026-10-01 00:00:00,7977750000000.0,lehenga,united states,140000.0,140000.0,140000.0,1.0,1.0,0.0,0.0,140000.0
6935590000000.0,2026-12-01 00:00:00,,unknown,united states,150000.0,150000.0,150000.0,1.0,1.0,0.0,0.0,150000.0
6923670000000.0,2026-06-01 00:00:00,7977750000000.0,lehenga,india,160000.0,160000.0,160000.0,0.0,1.0,0.0,0.0,0.0
6927570000000.0,2026-08-01 00:00:00,7727500000000.0,lehenga,united states,160000.0,5520.0,19520000.0,1.0,1.0,0.0,0.0,160000.0
7055330000000.0,2026-11-03 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
923747810000000.0,2026-09-03 00:00:00,,unknown,united kingdom,6000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7035500000000.0,2026-02-03 00:00:00,,unknown,united states,18500.0,8500.0,8500.0,0.0,1.0,0.0,0.0,0.0
7046470000000.0,2026-07-03 00:00:00,,unknown,canada,19500.0,9500.0,9500.0,0.0,1.0,0.0,0.0,0.0
7035490000000.0,2026-02-03 00:00:00,,nan,unknown,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7052930000000.0,2026-10-03 00:00:00,,unknown,unknown,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7054710000000.0,2026-11-03 00:00:00,,unknown,australia,10000.0,0.0,5800.0,0.0,1.0,0.0,0.0,0.0
7034690000000.0,2026-02-03 00:00:00,,unknown,canada,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7041600000000.0,2026-05-03 00:00:00,,unknown,canada,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7050390000000.0,2026-09-03 00:00:00,,unknown,canada,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7051140000000.0,2026-09-03 00:00:00,,unknown,france,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
924203690000000.0,2026-11-03 00:00:00,,unknown,germany,10000.0,5520.0,0.0,0.0,0.0,0.0,,0.0
7057210000000.0,2026-12-03 00:00:00,,unknown,malaysia,28700.0,18700.0,18700.0,0.0,1.0,0.0,0.0,0.0
7034880000000.0,2026-02-03 00:00:00,,unknown,new zealand,10000.0,5520.0,0.0,0.0,0.0,0.0,,0.0
7047100000000.0,2026-07-03 00:00:00,,nan,qatar,1160000.0,0.0,0.0,0.0,0.0,0.0,,0.0
921702900000000.0,2026-03-03 00:00:00,,unknown,saudi arabia,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7036190000000.0,2026-03-03 00:00:00,,unknown,saudi arabia,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7040330000000.0,2026-04-03 00:00:00,,unknown,saudi arabia,1160000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7019040000000.0,2026-03-03 00:00:00,,unknown,unknown,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7032910000000.0,2026-01-03 00:00:00,0.0,unknown,united kingdom,24980.0,14980.0,14980.0,0.0,1.0,0.0,0.0,0.0
7040200000000.0,2026-04-03 00:00:00,,unknown,united kingdom,10000.0,0.0,5800.0,0.0,0.0,0.0,,0.0
7042600000000.0,2026-05-03 00:00:00,,unknown,united kingdom,29000.0,19000.0,19000.0,0.0,1.0,0.0,0.0,0.0
7030730000000.0,2026-01-03 00:00:00,,unknown,unknown,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
,2026-01-03 00:00:00,,unknown,united states,23000.0,13000.0,13000.0,0.0,1.0,0.0,0.0,0.0
7034500000000.0,2026-02-03 00:00:00,0.0,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
921541770000000.0,2026-02-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7035470000000.0,2026-02-03 00:00:00,,unknown,united states,10000.0,0.0,5800.0,0.0,0.0,0.0,,0.0
7039700000000.0,2026-04-03 00:00:00,,unknown,unknown,42000.0,32000.0,32000.0,0.0,1.0,0.0,0.0,0.0
7039700000000.0,2026-04-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7043830000000.0,2026-06-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7043890000000.0,2026-06-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
923234290000000.0,2026-08-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
,2026-08-03 00:00:00,,unknown,unknown,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7049740000000.0,2026-09-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7050270000000.0,2026-09-03 00:00:00,,unknown,united states,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-7056840000000.0,2026-12-03 00:00:00,,nan,united states,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
7057600000000.0,2026-12-03 00:00:00,,unknown,united states,1160000.0,0.0,5800.0,0.0,0.0,0.0,,0.0
7049280000000.0,2026-08-03 00:00:00,,unknown,united states,0.0,0.0,5800.0,0.0,0.0,0.0,,
7031910000000.0,2026-01-03 00:00:00,,unknown,united states,48400.0,28400.0,-3464800.0,0.0,2.0,0.0,0.0,0.0
7053030000000.0,2026-10-03 00:00:00,,unknown,australia,0.0,16000.0,0.0,0.0,55.0,0.0,0.0,
923595850000000.0,2026-09-03 00:00:00,,unknown,united states,6560.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7054980000000.0,2026-11-03 00:00:00,,unknown,united states,19000.0,19000.0,19000.0,0.0,1.0,0.0,0.0,0.0
7049280000000.0,2026-08-03 00:00:00,687340680000000.0,kurta set,united states,2320000.0,20000.0,5800.0,1.0,0.0,0.0,,2320000.0
7050350000000.0,2026-09-03 00:00:00,7314230000000.0,kurta set,united states,2320000.0,20000.0,20000.0,1.0,1.0,0.0,0.0,2320000.0
0.0,2026-08-03 00:00:00,7390750000000.0,kurta set,united states,29900.0,29900.0,29900.0,0.0,1.0,0.0,0.0,0.0
,2026-09-03 00:00:00,7727550000000.0,men kurta set,united kingdom,3967200.0,34200.0,4172400.0,144.0,1.0,0.0,0.0,27550.0
7035900000000.0,2026-03-03 00:00:00,7954860000000.0,dress,saudi arabia,55000.0,-55000.0,55000.0,0.0,1.0,0.0,0.0,0.0
7053030000000.0,2026-10-03 00:00:00,7670280000000.0,gown,australia,58800.0,58800.0,58800.0,0.0,1.0,0.0,0.0,0.0
7038120000000.0,2026-03-03 00:00:00,7851140000000.0,lehenga,india,58800.0,6291600.0,58800.0,144.0,1.0,0.0,0.0,408.3333333333333
,2026-02-03 00:00:00,7670280000000.0,gown,saudi arabia,58800.0,58800.0,58800.0,1.0,1.0,0.0,0.0,58800.0
-7040200000000.0,2026-04-03 00:00:00,7851140000000.0,sharara set,united kingdom,58800.0,58800.0,58800.0,1.0,1.0,0.0,0.0,58800.0
7047670000000.0,2026-08-03 00:00:00,7670280000000.0,gown,united states,58800.0,58800.0,58800.0,1.0,1.0,0.0,0.0,58800.0
7034880000000.0,2026-02-03 00:00:00,7375860000000.0,saree,new zealand,63000.0,63000.0,63000.0,1.0,1.0,0.0,0.0,63000.0
7050390000000.0,2026-09-03 00:00:00,7727390000000.0,anarkali set,canada,64200.0,64200.0,64200.0,1.0,1.0,0.0,0.0,64200.0
7030730000000.0,2026-01-03 00:00:00,674558760000000.0,anarkali set,united states,64400.0,64400.0,5800.0,1.0,1.0,0.0,0.0,64400.0
922495450000000.0,2026-05-03 00:00:00,8010520000000.0,anarkali set,india,69500.0,69500.0,69500.0,1.0,55.0,0.0,0.0,69500.0
7031900000000.0,2026-01-03 00:00:00,7727500000000.0,anarkali set,unknown,8062000.0,69500.0,69500.0,144.0,55.0,0.0,0.0,55986.11111111111
7047590000000.0,2026-08-03 00:00:00,,anarkali set,united states,69500.0,69500.0,69500.0,0.0,1.0,0.0,0.0,0.0
7050350000000.0,2026-09-03 00:00:00,-7392150000000.0,lehenga,united states,6560.0,69500.0,69500.0,0.0,1.0,0.0,0.0,0.0
7041650000000.0,2026-05-03 00:00:00,8010520000000.0,lehenga,india,70000.0,7490000.0,70000.0,1.0,1.0,0.0,0.0,70000.0
7034500000000.0,2026-02-03 00:00:00,7727390000000.0,anarkali set,united states,73830.0,7899810.0,73830.0,1.0,1.0,0.0,0.0,73830.0
7036190000000.0,2026-03-03 00:00:00,7958160000000.0,draped skirt,saudi arabia,75000.0,75000.0,9150000.0,1.0,1.0,0.0,0.0,75000.0
7035470000000.0,2026-02-03 00:00:00,689894460000000.0,nan,united states,77000.0,8239000.0,77000.0,0.0,1.0,0.0,0.0,0.0
923946930000000.0,2026-10-03 00:00:00,7727330000000.0,lehenga,australia,80000.0,80000.0,80000.0,0.0,1.0,0.0,0.0,0.0
-924446040000000.0,2026-12-03 00:00:00,8010520000000.0,unknown,united states,80000.0,80000.0,80000.0,1.0,1.0,0.0,0.0,80000.0
0.0,2026-10-03 00:00:00,-7921150000000.0,lehenga,unknown,85000.0,85000.0,85000.0,1.0,55.0,0.0,0.0,85000.0
922449600000000.0,2026-05-03 00:00:00,7954860000000.0,sharara set,canada,9860000.0,85000.0,85000.0,144.0,55.0,0.0,0.0,68472.22222222222
7035500000000.0,2026-02-03 00:00:00,7921150000000.0,lehenga,united states,85000.0,85000.0,85000.0,1.0,1.0,0.0,0.0,85000.0
923086260000000.0,2026-07-03 00:00:00,,sharara set,united states,9860000.0,85000.0,85000.0,1.0,1.0,0.0,0.0,9860000.0
7049740000000.0,2026-09-03 00:00:00,7958160000000.0,draped skirt,united states,86250.0,0.0,86250.0,1.0,1.0,0.0,0.0,86250.0
7053030000000.0,2026-10-03 00:00:00,7851140000000.0,lehenga,australia,90000.0,90000.0,90000.0,0.0,1.0,0.0,0.0,0.0
7054990000000.0,2026-11-03 00:00:00,7727500000000.0,unknown,germany,6560.0,90000.0,90000.0,0.0,1.0,0.0,0.0,0.0
7058070000000.0,2026-12-03 00:00:00,7851140000000.0,lehenga,united states,90000.0,90000.0,90000.0,1.0,1.0,0.0,0.0,90000.0
7039700000000.0,2026-04-03 00:00:00,,unknown,united states,92000.0,92000.0,11224000.0,0.0,1.0,0.0,0.0,0.0
7040330000000.0,2026-04-03 00:00:00,7921160000000.0,lehenga,saudi arabia,95000.0,95000.0,95000.0,1.0,55.0,0.0,0.0,95000.0
7042600000000.0,2026-05-03 00:00:00,7977750000000.0,saree,united kingdom,11020000.0,95000.0,95000.0,1.0,55.0,0.0,0.0,11020000.0
7054980000000.0,2026-11-03 00:00:00,7921160000000.0,lehenga,united states,95000.0,95000.0,95000.0,1.0,-1.0,0.0,0.0,95000.0
,2026-02-03 00:00:00,7753950000000.0,lehenga,united states,96000.0,96000.0,96000.0,1.0,1.0,0.0,0.0,96000.0
,2026-11-03 00:00:00,730156020000000.0,lehenga,australia,111000.0,111000.0,0.0,1.0,55.0,0.0,0.0,111000.0
7036750000000.0,2026-03-03 00:00:00,7769520000000.0,unknown,india,111000.0,111000.0,111000.0,1.0,1.0,0.0,0.0,111000.0
7035490000000.0,2026-02-03 00:00:00,7958160000000.0,unknown,australia,14500000.0,125000.0,125000.0,1.0,55.0,0.0,0.0,14500000.0
923699340000000.0,2026-09-03 00:00:00,7958160000000.0,lehenga,france,127650.0,127650.0,127650.0,144.0,1.0,0.0,0.0,886.4583333333334
7055330000000.0,2026-11-03 00:00:00,736666950000000.0,sharara set,unknown,130000.0,130000.0,130000.0,144.0,-1.0,0.0,0.0,902.7777777777778
7047100000000.0,2026-07-03 00:00:00,741930750000000.0,lehenga,qatar,130000.0,130000.0,130000.0,1.0,1.0,0.0,0.0,130000.0
7031740000000.0,2026-01-03 00:00:00,7977750000000.0,lehenga,united states,130000.0,130000.0,130000.0,1.0,1.0,0.0,0.0,130000.0
7031910000000.0,2026-01-03 00:00:00,7977750000000.0,lehenga,united states,0.0,140000.0,140000.0,0.0,1.0,0.0,0.0,
7053030000000.0,2026-10-03 00:00:00,7977750000000.0,lehenga,united states,140000.0,5520.0,140000.0,1.0,55.0,0.0,0.0,140000.0
7031910000000.0,2026-01-03 00:00:00,7727500000000.0,lehenga,united states,144000.0,5520.0,144000.0,0.0,1.0,0.0,0.0,0.0
923555240000000.0,2026-09-03 00:00:00,0.0,lehenga,united states,149800.0,149800.0,149800.0,144.0,1.0,0.0,0.0,1040.2777777777778
7050270000000.0,2026-09-03 00:00:00,7727500000000.0,lehenga,united states,149800.0,149800.0,149800.0,144.0,1.0,0.0,0.0,1040.2777777777778
7053030000000.0,2026-10-03 00:00:00,7727290000000.0,lehenga,australia,160000.0,160000.0,160000.0,1.0,1.0,0.0,0.0,160000.0
7030930000000.0,2026-01-03 00:00:00,7977750000000.0,lehenga,united states,18560000.0,160000.0,160000.0,1.0,1.0,0.0,0.0,18560000.0
7039700000000.0,2026-04-03 00:00:00,7830140000000.0,lehenga,united states,160000.0,160000.0,160000.0,1.0,1.0,0.0,0.0,160000.0
7057210000000.0,2026-12-03 00:00:00,7727510000000.0,lehenga,malaysia,187000.0,187000.0,187000.0,1.0,1.0,0.0,0.0,187000.0
923628600000000.0,2026-09-03 00:00:00,7727540000000.0,men kurta set,india,28580.0,3058060.0,37400.0,144.0,1.0,0.0,0.0,198.47222222222223
6894350000000.0,2026-01-02 00:00:00,,nan,india,0.0,0.0,5800.0,0.0,0.0,0.0,,
6906490000000.0,2026-04-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
6913250000000.0,2026-06-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
6916860000000.0,2026-07-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
906778070000000.0,2026-09-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
6922230000000.0,2026-09-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
6925230000000.0,2026-09-02 00:00:00,,unknown,india,0.0,0.0,5800.0,0.0,0.0,0.0,,
,2026-05-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
6922560000000.0,2026-09-02 00:00:00,,unknown,india,0.0,0.0,0.0,0.0,0.0,0.0,,
6930940000000.0,2026-12-02 00:00:00,,unknown,unknown,0.0,0.0,0.0,0.0,0.0,0.0,,
904446270000000.0,2026-03-02 00:00:00,0.0,unknown,india,6560.0,0.0,0.0,0.0,0.0,0.0,,0.0
6932870000000.0,2026-12-02 00:00:00,,unknown,india,150.0,0.0,0.0,0.0,0.0,0.0,,0.0
6890300000000.0,2026-01-02 00:00:00,,unknown,india,6560.0,0.0,0.0,0.0,0.0,0.0,,0.0
6892590000000.0,2026-01-02 00:00:00,,nan,india,150.0,0.0,5800.0,0.0,0.0,0.0,,0.0
-6892700000000.0,2026-01-02 00:00:00,,unknown,india,150.0,0.0,0.0,0.0,0.0,0.0,,0.0
6894480000000.0,2026-01-02 00:00:00,,unknown,india,150.0,5520.0,0.0,0.0,0.0,0.0,,0.0
